Earning_ID,Driver_ID,Year,Month,Month_Name,Total_Trips,Trip_Earnings_SAR,Incentives_SAR,Surge_Earnings_SAR,Tips_SAR,Uber_Commission_SAR,VAT_SAR,Net_Earnings_SAR,Hours_Online,Average_Rating,Cancellation_Rate,Active_Days
ERN00012623,DRV00315,2021,8,August,38,1579.41,107.36,340.96,120.43,480.09,288.06,1380.01,35.9,4.75,0.05,24
ERN00012624,DRV00315,2021,9,September,20,470.25,68.07,94.25,17.57,141.12,84.67,424.35,19.9,3.97,0.1,29
ERN00012625,DRV00315,2021,10,October,49,1155.98,97.84,146.67,17.4,325.66,195.4,896.83,57.7,4.67,0.14,30
ERN00012626,DRV00315,2021,11,November,82,2788.17,332.38,148.03,111.16,734.05,440.43,2205.26,96.5,3.88,0.14,25
ERN00012627,DRV00315,2021,12,December,210,5931.69,1015.47,1382.63,365.62,1828.58,1097.15,5769.68,210.9,4.86,0.13,18
ERN00012628,DRV00315,2022,1,January,289,7927.42,948.23,1731.68,275.77,2414.78,1448.87,7019.45,247.7,4.15,0.07,15
ERN00012629,DRV00315,2022,2,February,249,5196.6,984.98,941.24,355.71,1534.46,920.68,5023.39,326.8,3.98,0.07,25
ERN00012630,DRV00315,2022,3,March,25,752.18,70.64,125.49,81.58,219.42,131.65,678.82,28.2,4.08,0.03,21
ERN00012631,DRV00315,2022,4,April,136,4031.93,326.64,756.43,228.56,1197.09,718.25,3428.22,201.8,4.61,0.14,26
ERN00012632,DRV00315,2022,5,May,158,4139.49,413.97,782.79,694.21,1230.57,738.34,4061.55,217.1,3.88,0.13,12
ERN00012633,DRV00315,2022,6,June,156,3121.22,266.64,624.37,41.83,936.4,561.84,2555.82,221.9,4.51,0.14,27
ERN00012634,DRV00315,2022,7,July,67,2367.45,258.03,328.88,188.98,674.08,404.45,2064.81,80.9,4.57,0.07,16
ERN00012635,DRV00315,2022,8,August,144,6074.71,573.14,1398.84,626.79,1868.39,1121.03,5684.06,146.1,4.88,0.14,15
ERN00012636,DRV00315,2022,9,September,136,3123.24,530.52,455.06,619.03,894.57,536.74,3296.54,168.5,4.57,0.07,25
ERN00012637,DRV00315,2022,10,October,252,9613.97,924.13,1493.44,299.05,2776.85,1666.11,7887.63,355.1,4.71,0.02,24
ERN00012638,DRV00315,2022,11,November,115,2228.71,285.69,123.67,254.91,588.1,352.86,1952.02,114.2,4.25,0.06,29
ERN00012639,DRV00315,2022,12,December,164,5868.82,476.5,805.66,92.93,1668.62,1001.17,4574.12,159.7,4.12,0.03,28
ERN00012640,DRV00315,2023,1,January,155,3720.78,265.21,695.96,311.24,1104.18,662.51,3226.5,160.7,3.83,0.09,12
ERN00012641,DRV00315,2023,2,February,71,2799.69,331.64,265.17,328.16,766.22,459.73,2498.71,88,4.88,0.13,26
ERN00012642,DRV00315,2023,3,March,222,6789.02,1270.17,473.65,777.19,1815.67,1089.4,6404.96,224.4,3.98,0.08,19
ERN00012643,DRV00315,2023,4,April,216,7042.78,413.56,1444.42,389.14,2121.8,1273.08,5895.02,228.6,4.56,0.15,15
ERN00012644,DRV00315,2023,5,May,176,7596.26,1439.47,1350.5,488.24,2236.69,1342.01,7295.77,175.9,4.88,0.13,17
ERN00012645,DRV00315,2023,6,June,268,6707.97,412.13,1181.38,1159.97,1972.34,1183.4,6305.71,260,4.7,0.07,13
ERN00012646,DRV00315,2023,7,July,37,946.28,132.54,178.04,108.01,281.08,168.65,915.14,52.3,3.98,0.13,29
ERN00012647,DRV00315,2023,8,August,115,4279.94,706.42,497.64,200.68,1194.39,716.64,3773.65,135.1,4.6,0.08,25
ERN00012648,DRV00315,2023,9,September,99,3532.38,233.48,328.2,70.23,965.14,579.09,2620.06,93.9,4.4,0.14,14
ERN00012649,DRV00315,2023,10,October,63,1406.72,119.46,133.13,175.72,384.96,230.98,1219.09,87.8,4,0.1,29
ERN00012650,DRV00315,2023,11,November,159,6768.16,1205.58,1452.26,47.09,2055.11,1233.06,6184.92,224.3,4.9,0.06,30
ERN00012651,DRV00315,2023,12,December,138,4318.29,556.81,550.91,583,1217.3,730.38,4061.33,149.7,4,0.05,19
ERN00012652,DRV00315,2024,1,January,35,953.16,48.16,221.48,71.2,293.66,176.2,824.14,40.3,4.13,0.07,20
ERN00012653,DRV00315,2024,2,February,252,7640.66,648.28,985.4,33.12,2156.51,1293.91,5857.04,297.5,4.53,0.13,25
ERN00012654,DRV00315,2024,3,March,59,1164.9,144.06,243.81,225.98,352.18,211.31,1215.26,55.9,4.41,0.14,29
ERN00012655,DRV00315,2024,4,April,282,12584.8,1834.68,3098.9,615.87,3920.92,2352.55,11860.78,257.2,4.12,0.1,10
ERN00012656,DRV00315,2024,5,May,193,8619.71,1676.07,1829.34,836.08,2612.26,1567.36,8781.58,201.5,4.36,0.08,12
ERN00012657,DRV00315,2024,6,June,220,9443.1,994.9,502.27,1042.81,2486.34,1491.81,8004.93,250.9,4.83,0.03,14
ERN00012658,DRV00315,2024,7,July,194,6631.23,1137.99,645.23,632.05,1819.11,1091.47,6135.92,204.6,3.87,0.08,13
ERN00012659,DRV00315,2024,8,August,55,2315.67,387.91,255.58,24.69,642.81,385.69,1955.35,49.2,5,0.14,20
ERN00012660,DRV00315,2024,9,September,212,9514.32,656.95,2087.18,363.82,2900.38,1740.22,7981.67,233.6,3.81,0.06,26
ERN00012661,DRV00315,2024,10,October,60,1618.05,116.27,102.04,189.85,430.02,258.01,1338.18,65,4.45,0.05,17
ERN00012662,DRV00315,2024,11,November,60,1781.41,234.48,252.04,117.81,508.36,305.02,1572.36,65.5,4.85,0.07,21
ERN00012663,DRV00315,2024,12,December,248,5565.37,728.52,1319.81,160.68,1721.3,1032.78,5020.3,227.7,4.29,0.05,11
ERN00012664,DRV00315,2025,1,January,157,4112.77,712.71,894.51,667.96,1251.82,751.09,4385.04,178,4.54,0.13,19
ERN00012665,DRV00315,2025,2,February,190,6886.72,590.73,1036.12,905.5,1980.71,1188.43,6249.93,230.4,4.46,0.06,25
ERN00012666,DRV00315,2025,3,March,85,1936.85,360.64,150.8,185.22,521.91,313.15,1798.45,108.7,3.93,0.07,13
ERN00012667,DRV00315,2025,4,April,216,7440.83,997.88,579.68,1045.24,2005.13,1203.08,6855.42,277.6,4.66,0.1,26
ERN00012668,DRV00315,2025,5,May,173,5342.4,569.23,1135.13,428.81,1619.38,971.63,4884.56,162.9,4.68,0.08,21
ERN00012669,DRV00315,2025,6,June,32,1126.79,194.69,89.3,29.07,304.02,182.41,953.42,31.1,4.18,0.03,12
ERN00012670,DRV00315,2025,7,July,48,2027.72,108.73,439.2,15.74,616.73,370.04,1604.62,55.9,4.9,0.11,12
ERN00012671,DRV00315,2025,8,August,85,3386.2,417.53,272.67,155.55,914.72,548.83,2768.4,100.4,4.17,0.13,14
ERN00012672,DRV00315,2025,9,September,280,5535.25,638.45,1313.65,523.98,1712.22,1027.33,5271.78,329.3,3.85,0.06,18
ERN00012673,DRV00315,2025,10,October,22,710.35,36.2,110.75,63.98,205.28,123.16,592.84,23.8,4.35,0.09,17
ERN00012674,DRV00315,2025,11,November,212,6572.36,833,823.44,831.34,1848.95,1109.37,6101.82,219,4.11,0.05,14
ERN00012675,DRV00315,2025,12,December,34,1340.44,206.98,333,29.73,418.36,251.02,1240.77,41,4.62,0.04,12
ERN00012676,DRV00316,2024,2,February,105,3098.91,164.82,420.47,70.79,879.85,527.91,2347.23,101.7,4.17,0.08,10
ERN00012677,DRV00316,2024,3,March,136,3678.08,270.14,831.2,652.84,1127.32,676.39,3628.55,155.1,4.59,0.1,19
ERN00012678,DRV00316,2024,4,April,97,3075.49,264.87,331.01,327.67,851.62,510.97,2636.45,93.9,3.96,0.1,11
ERN00012679,DRV00316,2024,5,May,212,4928.8,390.56,1191.05,167.6,1529.96,917.98,4230.07,244.2,4.62,0.14,12
ERN00012680,DRV00316,2024,6,June,156,3940.91,428.6,880.87,229.83,1205.44,723.27,3551.5,218.8,4.55,0.15,23
ERN00012681,DRV00316,2024,7,July,192,4162.77,721.13,774.73,844.44,1234.38,740.62,4528.07,162.2,4.13,0.1,26
ERN00012682,DRV00316,2024,8,August,102,2324.69,252.92,155.5,392.17,620.05,372.03,2133.2,117.6,4.94,0.08,30
ERN00012683,DRV00316,2024,9,September,257,9709.79,1634.54,627.99,532.81,2584.45,1550.67,8370.01,337,3.87,0.11,15
ERN00012684,DRV00316,2024,10,October,281,9055.53,1273.58,2257.77,1284.85,2828.33,1697,9346.4,421.1,4.99,0.14,10
ERN00012685,DRV00316,2024,11,November,238,6971.78,676.46,876.43,1012.89,1962.05,1177.23,6398.28,196.8,4.16,0.1,24
ERN00012686,DRV00316,2024,12,December,129,5625.75,708.14,1138.2,242.09,1690.99,1014.59,5008.6,142,4.72,0.13,26
ERN00012687,DRV00316,2025,1,January,126,5010.36,314.18,1159.18,268.91,1542.38,925.43,4284.82,186.3,4.17,0.06,15
ERN00012688,DRV00316,2025,2,February,239,4713.03,444.16,314.82,1088.88,1256.96,754.18,4549.75,242.3,4.11,0.06,24
ERN00012689,DRV00316,2025,3,March,53,1141.62,66.87,214.43,187.87,339.01,203.41,1068.37,74.4,3.97,0.02,30
ERN00012690,DRV00316,2025,4,April,137,6072.72,374.11,1427.97,468.45,1875.17,1125.1,5342.98,124,3.93,0.13,12
ERN00012691,DRV00316,2025,5,May,112,4102.44,680.24,312.46,50.51,1103.72,662.23,3379.7,152,4.52,0.15,25
ERN00012692,DRV00316,2025,6,June,300,11087.77,1629.37,778.81,1053.89,2966.64,1779.99,9803.21,304.7,4.82,0.07,15
ERN00012693,DRV00316,2025,7,July,234,9584.03,737.46,790.63,559.24,2593.66,1556.2,7521.5,336.1,3.99,0.08,24
ERN00012694,DRV00316,2025,8,August,232,7716.49,940.43,1926.81,374.31,2410.82,1446.49,7100.73,274.8,4.86,0.14,21
ERN00012695,DRV00316,2025,9,September,35,1190.02,200.73,170.5,160.03,340.13,204.08,1177.07,42.9,3.83,0.08,23
ERN00012696,DRV00316,2025,10,October,260,10810.44,543.18,2109.66,963.63,3230.03,1938.01,9258.87,218.4,4.19,0.04,26
ERN00012697,DRV00316,2025,11,November,174,6412.68,587.96,1410.74,851.57,1955.86,1173.51,6133.58,238,4.69,0.12,16
ERN00012698,DRV00316,2025,12,December,99,2826.71,309.34,567.75,43.73,848.62,509.17,2389.74,110.8,3.97,0.15,10
ERN00012699,DRV00317,2020,1,January,32,979.17,0,0,79.69,244.79,146.88,667.19,39.8,4.93,0.1,29
ERN00012700,DRV00317,2020,2,February,55,2254.28,0,0,89.31,563.57,338.14,1441.88,47.2,4.71,0.13,28
ERN00012701,DRV00317,2020,3,March,76,3114.22,0,0,71.75,778.55,467.13,1940.29,108.8,4.73,0.09,20
ERN00012702,DRV00317,2020,4,April,13,473.31,0,0,44.97,118.33,71,328.95,13.2,4.32,0.12,19
ERN00012703,DRV00317,2020,5,May,48,1922.78,0,0,32.23,480.69,288.42,1185.9,58.4,4.94,0.12,23
ERN00012704,DRV00317,2020,6,June,75,1806.47,0,0,280.31,451.62,270.97,1364.19,71.1,4.74,0.02,23
ERN00012705,DRV00317,2020,7,July,20,809.66,0,0,88.42,202.41,121.45,574.22,22.1,4.25,0.05,25
ERN00012706,DRV00317,2020,8,August,14,313.94,0,0,56.77,78.48,47.09,245.14,15.2,4.92,0.12,15
ERN00012707,DRV00317,2020,9,September,79,2162.81,0,0,27.29,540.7,324.42,1324.98,100.2,4.35,0.09,20
ERN00012708,DRV00317,2020,10,October,37,1097.56,0,0,31.31,274.39,164.63,689.85,42,4.55,0.09,26
ERN00012709,DRV00317,2020,11,November,62,1233.37,0,0,183.05,308.34,185.01,923.07,80.4,4.94,0.15,15
ERN00012710,DRV00317,2020,12,December,53,1437.47,0,0,162.22,359.37,215.62,1024.7,58.9,4.97,0.11,11
ERN00012711,DRV00317,2021,1,January,22,404.37,0,0,94.13,101.09,60.66,336.75,26.6,4.46,0.06,24
ERN00012712,DRV00317,2021,2,February,59,1732.15,0,0,113.6,433.04,259.82,1152.89,72.3,4.63,0.12,18
ERN00012713,DRV00317,2021,3,March,63,1343.27,0,0,77.62,335.82,201.49,883.58,60.7,4.46,0.04,14
ERN00012714,DRV00317,2021,4,April,8,272.33,0,0,9.52,68.08,40.85,172.92,10.8,3.84,0.14,25
ERN00012715,DRV00317,2021,5,May,69,2765.46,0,0,246.02,691.37,414.82,1905.29,65.4,4.8,0.08,25
ERN00012716,DRV00317,2021,6,June,16,381.03,0,0,34.13,95.26,57.15,262.75,20.8,4.86,0.13,10
ERN00012717,DRV00317,2021,7,July,8,276.45,0,0,2.46,69.11,41.47,168.33,11.8,4.53,0.1,10
ERN00012718,DRV00317,2021,8,August,9,399.65,0,0,27.06,99.91,59.95,266.85,7.9,4.84,0.12,19
ERN00012719,DRV00317,2021,9,September,75,2980.94,0,0,342.11,745.24,447.14,2130.67,110.8,4.18,0.1,13
ERN00012720,DRV00317,2021,10,October,38,849.13,0,0,49.33,212.28,127.37,558.81,43.6,4.63,0.05,24
ERN00012721,DRV00317,2021,11,November,14,399.46,0,0,21.33,99.86,59.92,261.01,11.3,4.24,0.04,29
ERN00012722,DRV00317,2021,12,December,26,1145.35,0,0,84.54,286.34,171.8,771.75,37.3,4.28,0.04,16
ERN00012723,DRV00317,2022,1,January,31,1318.06,0,0,72.27,329.51,197.71,863.11,41.2,3.88,0.05,10
ERN00012724,DRV00317,2022,2,February,8,258.32,0,0,24.55,64.58,38.75,179.54,8.4,3.91,0.05,19
ERN00012725,DRV00317,2022,3,March,22,805.52,0,0,99.31,201.38,120.83,582.62,30.3,3.95,0.1,18
ERN00012726,DRV00317,2022,4,April,22,602.65,0,0,87.02,150.66,90.4,448.61,19,4,0.14,21
ERN00012727,DRV00317,2022,5,May,59,1095.4,0,0,266.24,273.85,164.31,923.48,72.5,4.98,0.09,21
ERN00012728,DRV00317,2022,6,June,73,1912.41,0,0,262.34,478.1,286.86,1409.79,76.2,4.8,0.03,28
ERN00012729,DRV00317,2022,7,July,78,3353.85,0,0,360.36,838.46,503.08,2372.67,71.5,4.51,0.13,13
ERN00012730,DRV00317,2022,8,August,71,3191.37,0,0,34.19,797.84,478.71,1949.01,68.9,4.49,0.09,19
ERN00012731,DRV00317,2022,9,September,29,1075.5,0,0,100.18,268.88,161.32,745.48,33.9,4.48,0.11,26
ERN00012732,DRV00317,2022,10,October,19,810.89,0,0,33.78,202.72,121.63,520.32,27.8,4.57,0.09,25
ERN00012733,DRV00317,2022,11,November,26,936.54,0,0,113.47,234.13,140.48,675.4,36.6,4.95,0.09,17
ERN00012734,DRV00317,2022,12,December,73,2313.99,0,0,3.04,578.5,347.1,1391.43,101.3,4.36,0.14,24
ERN00012735,DRV00317,2023,1,January,76,3394.84,0,0,222.02,848.71,509.23,2258.92,78.7,4.53,0.09,14
ERN00012736,DRV00317,2023,2,February,9,224.33,0,0,19.97,56.08,33.65,154.57,11.9,4.92,0.1,29
ERN00012737,DRV00317,2023,3,March,38,1690.32,0,0,15.43,422.58,253.55,1029.62,42.1,4.23,0.13,29
ERN00012738,DRV00317,2023,4,April,20,894.81,0,0,96.77,223.7,134.22,633.66,29.6,4.11,0.1,21
ERN00012739,DRV00317,2023,5,May,78,2745.38,0,0,160.27,686.35,411.81,1807.49,91.8,3.84,0.13,26
ERN00012740,DRV00317,2023,6,June,80,1722.08,0,0,33.16,430.52,258.31,1066.41,84,4.54,0.08,17
ERN00012741,DRV00318,2024,11,November,165,3343.34,628.18,317.93,168.74,915.32,549.19,2993.68,163.4,4.53,0.13,28
ERN00012742,DRV00318,2024,12,December,65,1495.92,277.17,333.6,243.69,457.38,274.43,1618.57,59.3,4.11,0.07,12
ERN00012743,DRV00318,2025,1,January,239,7034.47,616.31,600.61,252.11,1908.77,1145.26,5449.47,314.2,4.19,0.15,30
ERN00012744,DRV00318,2025,2,February,225,7268.81,822.69,1601.73,1076.96,2217.64,1330.58,7221.97,290.6,4.77,0.12,30
ERN00012745,DRV00318,2025,3,March,164,6458.6,1050.28,534.12,65.56,1748.18,1048.91,5311.47,217.8,4.64,0.03,14
ERN00012746,DRV00318,2025,4,April,232,7840.14,517.28,1387.35,848,2306.87,1384.12,6901.78,335.3,4.07,0.06,28
ERN00012747,DRV00318,2025,5,May,155,3409.55,207.28,456.74,201.1,966.57,579.94,2728.16,231.7,4.04,0.11,29
ERN00012748,DRV00318,2025,6,June,162,3657.32,621.2,254.84,494.39,978.04,586.82,3462.89,208.1,4.3,0.06,22
ERN00012749,DRV00318,2025,7,July,111,2691.03,203.1,192.23,523.4,720.82,432.49,2456.45,134.4,4.8,0.06,18
ERN00012750,DRV00318,2025,8,August,214,5251.54,1025.44,600.2,240.27,1462.93,877.76,4776.76,228.4,4.17,0.12,29
ERN00012751,DRV00318,2025,9,September,284,12644.59,2040.43,1570.75,1247.03,3553.84,2132.3,11816.66,384.6,4.56,0.05,26
ERN00012752,DRV00318,2025,10,October,277,5104.09,862.06,1033.87,261.39,1534.49,920.69,4806.23,412.9,4.69,0.08,12
ERN00012753,DRV00318,2025,11,November,188,3739.79,249.42,440.23,573.12,1045.01,627,3330.55,152.1,4.94,0.12,18
ERN00012754,DRV00318,2025,12,December,91,3054.94,206.72,746.61,345.24,950.39,570.23,2832.89,124.3,4.16,0.13,28
ERN00012755,DRV00319,2020,1,January,215,9648.5,524.3,674.78,527.58,2580.82,1548.49,7245.85,248.8,3.91,0.03,17
ERN00012756,DRV00319,2020,2,February,20,887.99,80.39,157.75,57.09,261.44,156.86,764.92,24.6,4.65,0.07,20
ERN00012757,DRV00319,2020,3,March,204,5146.03,472.58,1103.01,798.02,1562.26,937.36,5020.02,285.4,5,0.12,26
ERN00012758,DRV00319,2020,4,April,279,10424.76,1466.63,2414.41,590.73,3209.79,1925.88,9760.86,266.3,4.29,0.14,18
ERN00012759,DRV00319,2020,5,May,234,5597.4,968.42,873.73,138.62,1617.78,970.67,4989.72,351,4.99,0.14,28
ERN00012760,DRV00319,2020,6,June,270,5761.08,1115.34,966.97,869.28,1682.01,1009.21,6021.45,308.5,4.46,0.03,24
ERN00012761,DRV00319,2020,7,July,92,2894.9,501.35,275.24,370.79,792.54,475.52,2774.22,127.3,4.27,0.12,13
ERN00012762,DRV00319,2020,8,August,72,1717.51,134.95,291.31,97.2,502.2,301.32,1437.45,88.3,4.91,0.07,11
ERN00012763,DRV00319,2020,9,September,247,5808.25,1070.91,1076.38,1086.44,1721.16,1032.69,6288.13,222.1,4.76,0.07,18
ERN00012764,DRV00319,2020,10,October,152,5911.53,512.65,1014.44,490.99,1731.49,1038.9,5159.22,197.1,4.19,0.07,23
ERN00012765,DRV00319,2020,11,November,116,2356.66,319.47,287,0.89,660.91,396.55,1906.56,96.5,4.06,0.05,18
ERN00012766,DRV00319,2020,12,December,130,5419.35,342.67,959.94,43.02,1594.82,956.89,4213.27,177.7,4.05,0.07,27
ERN00012767,DRV00319,2021,1,January,64,2638.4,491.78,291.99,296.79,732.6,439.56,2546.8,53.8,3.81,0.11,30
ERN00012768,DRV00319,2021,2,February,176,6606.03,562.01,594.41,610.67,1800.11,1080.07,5492.94,191.2,4.34,0.12,21
ERN00012769,DRV00319,2021,3,March,163,3751.91,607.62,534.56,406.78,1071.62,642.97,3586.28,205.8,4.85,0.05,17
ERN00012770,DRV00319,2021,4,April,134,4434.86,421.07,327.66,37.85,1190.63,714.38,3316.43,132.5,4.87,0.08,16
ERN00012771,DRV00319,2021,5,May,141,5535.16,927.16,474.24,88.71,1502.35,901.41,4621.51,193.6,4.44,0.15,14
ERN00012772,DRV00319,2021,6,June,55,1301.85,102.9,172.71,210.1,368.64,221.18,1197.74,75.4,3.96,0.09,26
ERN00012773,DRV00319,2021,7,July,266,5826.21,513.75,540.48,1217.28,1591.67,955,5551.05,325.1,4.63,0.11,30
ERN00012774,DRV00319,2021,8,August,78,2969.94,567.58,343.95,226.97,828.47,497.08,2782.89,65.1,3.91,0.09,25
ERN00012775,DRV00319,2021,9,September,268,4922.64,458.79,260.39,1337.08,1295.76,777.45,4905.69,348,3.95,0.03,29
ERN00012776,DRV00319,2021,10,October,34,765.5,99.8,129.55,18.28,223.76,134.26,655.11,38.5,4.3,0.02,11
ERN00012777,DRV00319,2021,11,November,272,8333.72,710.2,1841.25,764.18,2543.74,1526.25,7579.36,278.7,3.85,0.06,10
ERN00012778,DRV00319,2021,12,December,282,12519.53,1333.44,1389.63,1331.32,3477.29,2086.37,11010.26,333.3,4.5,0.09,19
ERN00012779,DRV00319,2022,1,January,211,4337.74,371.8,1023.79,706.55,1340.38,804.23,4295.27,275.6,3.99,0.04,22
ERN00012780,DRV00319,2022,2,February,234,9356.4,1788.11,794.51,769.31,2537.73,1522.64,8647.96,235,4.59,0.07,28
ERN00012781,DRV00319,2022,3,March,172,3967.95,599.19,203.01,636.78,1042.74,625.64,3738.55,151.2,4.45,0.15,13
ERN00012782,DRV00319,2022,4,April,97,2727.14,520.14,468.64,318.6,798.94,479.37,2756.21,112.8,4.29,0.13,26
ERN00012783,DRV00319,2022,5,May,130,4208.5,624.24,681.78,531.67,1222.57,733.54,4090.08,117.4,4.15,0.08,25
ERN00012784,DRV00319,2022,6,June,215,8820.52,1466.57,1184.55,250.1,2501.27,1500.76,7719.71,265.6,4.67,0.04,18
ERN00012785,DRV00319,2022,7,July,28,721.86,53.58,126.44,118.76,212.07,127.24,681.33,40.9,3.88,0.03,18
ERN00012786,DRV00319,2022,8,August,244,8146.6,1171.54,938.99,950.53,2271.4,1362.84,7573.42,306.6,4.38,0.05,30
ERN00012787,DRV00319,2022,9,September,65,1569.07,219.96,344.92,211.86,478.5,287.1,1580.21,89.3,4.18,0.08,29
ERN00012788,DRV00319,2022,10,October,235,4580.25,741.85,399.95,228.82,1245.05,747.03,3958.79,220.5,4.9,0.06,13
ERN00012789,DRV00319,2022,11,November,279,5041.38,346.04,264.64,965.79,1326.51,795.9,4495.44,240.2,4.26,0.06,18
ERN00012790,DRV00319,2022,12,December,80,2772.42,223.25,187.94,165.26,740.09,444.05,2164.73,74.6,4.8,0.11,18
ERN00012791,DRV00319,2023,1,January,48,2053.3,120.91,380.5,32.59,608.45,365.07,1613.78,69.8,4.35,0.05,20
ERN00012792,DRV00319,2023,2,February,81,2859.64,158.94,400.35,145.03,815,489,2259.96,89.3,4.14,0.07,21
ERN00012793,DRV00319,2023,3,March,155,5435.6,851.52,1125.62,653.75,1640.31,984.18,5442,155.8,4.66,0.04,16
ERN00012794,DRV00319,2023,4,April,140,5609.24,950.29,580.56,106.53,1547.45,928.47,4770.7,130.7,4.69,0.12,20
ERN00012795,DRV00319,2023,5,May,221,7180.18,1171.4,386.83,907.02,1891.75,1135.05,6618.63,306.3,4.37,0.13,14
ERN00012796,DRV00319,2023,6,June,87,3558.62,561.59,198.55,328.58,939.29,563.58,3144.47,89,4.13,0.05,14
ERN00012797,DRV00319,2023,7,July,216,3891.9,508.4,603.25,231.78,1123.79,674.27,3437.27,316.4,4.34,0.12,22
ERN00012798,DRV00319,2023,8,August,243,7723.27,1491.68,629.57,332.89,2088.21,1252.93,6836.27,287,4.48,0.05,28
ERN00012799,DRV00319,2023,9,September,88,3682.37,535.22,515.28,435.27,1049.41,629.65,3489.08,116,4.43,0.14,17
ERN00012800,DRV00319,2023,10,October,84,3373.51,626.52,382.04,337.82,938.89,563.33,3217.67,84.7,4.45,0.14,12
ERN00012801,DRV00319,2023,11,November,256,6934.94,1165.98,800.73,462.73,1933.92,1160.35,6270.11,369.2,4.16,0.07,21
ERN00012802,DRV00319,2023,12,December,55,1007.19,177.83,219.9,88.92,306.77,184.06,1003.01,72.6,4.2,0.03,10
ERN00012803,DRV00319,2024,1,January,226,6722.54,594.12,1136.12,124.05,1964.66,1178.8,5433.37,234.8,4.95,0.07,29
ERN00012804,DRV00319,2024,2,February,80,2382.13,145.81,244.9,70.24,656.76,394.05,1792.27,83.2,3.94,0.06,25
ERN00012805,DRV00319,2024,3,March,99,2797.22,451.74,580.36,285.1,844.39,506.64,2763.39,88.5,4.66,0.15,29
ERN00012806,DRV00319,2024,4,April,87,1885.16,127.01,389.64,243.17,568.7,341.22,1735.06,79.6,4.08,0.06,30
ERN00012807,DRV00319,2024,5,May,39,960.56,52.02,97.41,9.69,264.49,158.7,696.49,37.5,4.06,0.1,21
ERN00012808,DRV00319,2024,6,June,57,2503.4,427.49,313.53,261.44,704.23,422.54,2379.09,53,4.08,0.14,17
ERN00012809,DRV00319,2024,7,July,283,7433.74,1045.73,997.56,1034.27,2107.82,1264.69,7138.79,378.1,4.72,0.03,28
ERN00012810,DRV00319,2024,8,August,56,1782.66,191.62,135.24,279.23,479.48,287.69,1621.58,66.3,4.88,0.08,22
ERN00012811,DRV00319,2024,9,September,219,8764.23,563.35,1677.83,426.17,2610.51,1566.31,7254.76,307.6,4.24,0.1,22
ERN00012812,DRV00319,2024,10,October,207,6368.19,1193.27,1009.04,196.36,1844.31,1106.58,5815.97,190.9,4.42,0.06,30
ERN00012813,DRV00319,2024,11,November,234,4802.05,280.77,667.49,123.48,1367.38,820.43,3685.98,233.4,4.41,0.08,13
ERN00012814,DRV00319,2024,12,December,41,1475.33,254.95,285.11,74.33,440.11,264.07,1385.54,37.8,4.86,0.03,15
ERN00012815,DRV00319,2025,1,January,107,2134.19,355.18,471.12,70.23,651.33,390.8,1988.59,98.9,4.92,0.04,23
ERN00012816,DRV00319,2025,2,February,163,4349.39,801.14,373.74,554.71,1180.78,708.47,4189.73,193.4,4.62,0.05,12
ERN00012817,DRV00319,2025,3,March,94,2749.62,544.91,452.94,411.89,800.64,480.38,2878.34,123.2,4.38,0.13,25
ERN00012818,DRV00319,2025,4,April,239,9097.51,478.89,2012.97,903.37,2777.62,1666.57,8048.55,215,3.97,0.1,15
ERN00012819,DRV00319,2025,5,May,240,7219.05,1393.74,434.25,844.37,1913.33,1147.99,6830.09,242.8,4.79,0.14,26
ERN00012820,DRV00319,2025,6,June,228,10206.14,2027.76,1989.45,244.35,3048.9,1829.34,9589.46,273.1,4.04,0.12,11
ERN00012821,DRV00319,2025,7,July,205,4056.87,743.39,505.37,240.68,1140.56,684.34,3721.41,300,4.03,0.06,24
ERN00012822,DRV00319,2025,8,August,147,6421.65,1089.28,1485.36,15.23,1976.75,1186.05,5848.72,191.8,4.09,0.06,26
ERN00012823,DRV00319,2025,9,September,179,7063.94,1097.48,1646.29,448.9,2177.56,1306.53,6772.52,147.9,3.81,0.04,23
ERN00012824,DRV00319,2025,10,October,145,2968.16,325.9,724.77,157.08,923.23,553.94,2698.74,143.3,4.97,0.05,17
ERN00012825,DRV00319,2025,11,November,122,2322.28,343.62,226.68,235.01,637.24,382.34,2108.01,152.2,4.66,0.12,24
ERN00012826,DRV00319,2025,12,December,103,4280.08,616.44,483.16,240.08,1190.81,714.49,3714.46,120.9,4.42,0.04,28
ERN00012827,DRV00320,2023,1,January,26,648.77,0,0,52.54,162.19,97.32,441.8,36.1,4.01,0.13,22
ERN00012828,DRV00320,2023,2,February,36,791.79,0,0,78.78,197.95,118.77,553.85,41.6,4.18,0.07,30
ERN00012829,DRV00320,2023,3,March,11,467.03,0,0,3.78,116.76,70.05,284,14.4,4.04,0.06,14
ERN00012830,DRV00320,2023,4,April,54,1679.69,0,0,12.13,419.92,251.95,1019.95,78.2,4.49,0.1,10
ERN00012831,DRV00320,2023,5,May,19,570.6,0,0,44.7,142.65,85.59,387.06,25.5,4.7,0.11,10
ERN00012832,DRV00320,2023,6,June,61,1267.26,0,0,277.58,316.81,190.09,1037.94,90.2,4.53,0.09,10
ERN00012833,DRV00320,2023,7,July,56,1757.39,0,0,165.6,439.35,263.61,1220.03,61.4,4.23,0.08,16
