Trip_ID,Rider_ID,Driver_ID,Trip_Date,Trip_Time,Day_of_Week,Pickup_Location,Dropoff_Location,City,Service_Type,Distance_KM,Duration_Minutes,Base_Fare_SAR,Surge_Multiplier,Final_Fare_SAR,Payment_Method,Status,Cancellation_Reason,Driver_Rating,Rider_Rating,Is_Peak_Hour
TRP00001269,RDR000236,DRV00311,8/24/2021 0:00,0.929166667,Tuesday,Saiysad National Park,Al Hada,Taif,UberBLACK,19.9,90,94.61,1,94.61,Debit Card,Cancelled,Rider Cancelled,3.9,4,1
TRP00001270,RDR000236,DRV00356,5/19/2022 0:00,0.815277778,Thursday,Okaz Souk,Taif University,Taif,UberX,25.5,124,109.2,1.66,181.27,Cash,Completed,Rider Cancelled,3.7,3.9,1
TRP00001271,RDR000236,DRV00382,8/26/2020 0:00,0.328472222,Wednesday,Taif Regional Airport,Taif Rose Festival,Taif,UberXL,28.9,139,116.6,2.46,286.84,Cash,Completed,Rider Cancelled,4.7,3.9,1
TRP00001272,RDR000236,DRV00196,8/22/2025 0:00,0.596527778,Friday,Taif University,Al Shafa,Taif,UberBLACK,15.4,72,63.69,1,63.69,Cash,Completed,Rider Cancelled,4.7,3.6,0
TRP00001273,RDR000236,DRV00219,12/28/2020 0:00,0.984722222,Monday,Taif Rose Festival,Al Hada,Taif,UberXL,44.8,122,204.15,1.63,332.76,Debit Card,Completed,Rider Cancelled,3.7,4.2,1
TRP00001274,RDR000236,DRV00365,7/5/2025 0:00,0.74375,Saturday,Al Shafa,Al Rudaf Park,Taif,UberXL,15.5,50,72.88,1.08,78.71,Cash,Completed,Rider Cancelled,3.9,4.1,1
TRP00001275,RDR000236,DRV00242,1/12/2020 0:00,0.026388889,Sunday,Okaz Souk,Saiysad National Park,Taif,UberComfort,14.8,72,49.71,1,49.71,Mada,Completed,Rider Cancelled,4.5,3.9,0
TRP00001276,RDR000236,DRV00196,5/10/2024 0:00,0.563194444,Friday,Al Shafa,Al Hada,Taif,UberSELECT,35.9,100,99.69,1,99.69,Apple Pay,Completed,Rider Cancelled,4.1,4,0
TRP00001277,RDR000236,DRV00057,7/4/2025 0:00,0.025,Friday,Al Kar Tourist Village,Saiysad National Park,Taif,UberSELECT,43.5,112,155.19,1,155.19,Cash,Completed,Rider Cancelled,3.9,4.7,0
TRP00001278,RDR000236,DRV00372,1/6/2024 0:00,0.534722222,Saturday,Taif Rose Festival,Al Rudaf Park,Taif,UberXL,16.5,47,64.07,1,64.07,Cash,Completed,Rider Cancelled,4,4.9,0
TRP00001279,RDR000236,DRV00386,4/1/2024 0:00,0.245833333,Monday,Taif Rose Festival,Shafa Mountains,Taif,UberComfort,8.5,21,48.73,1,48.73,Mada,Completed,Rider Cancelled,4.2,4.1,0
TRP00001280,RDR000317,DRV00189,12/2/2024 0:00,0.004166667,Monday,Kingdom Centre,Diriyah,Riyadh,UberSELECT,32.5,74,118.8,1,118.8,Debit Card,Completed,Rider Cancelled,4.3,4.3,0
TRP00001281,RDR000317,DRV00152,1/25/2023 0:00,0.033333333,Wednesday,Granada Center,King Khalid International Airport,Riyadh,UberX,22.4,79,81.21,1,81.21,Debit Card,Completed,Rider Cancelled,3.8,3.6,0
TRP00001282,RDR000317,DRV00311,9/27/2024 0:00,0.624305556,Friday,King Khalid International Airport,Al Faisaliyah Tower,Riyadh,UberXL,7.8,32,58.75,1,58.75,Debit Card,Cancelled,Payment Issue,3.9,4,0
TRP00001283,RDR000317,DRV00355,5/10/2023 0:00,0.210416667,Wednesday,Diriyah,Diplomatic Quarter,Riyadh,UberSELECT,11.8,50,53.32,1,53.32,Debit Card,Completed,Rider Cancelled,4.6,4.8,0
TRP00001284,RDR000317,DRV00311,4/26/2025 0:00,0.723611111,Saturday,Riyadh Park Mall,Riyadh Front,Riyadh,UberSELECT,42.8,108,121.63,1,121.63,Debit Card,Cancelled,Driver Cancelled,3.9,4,1
TRP00001285,RDR000389,DRV00398,5/14/2023 0:00,0.335416667,Sunday,Corniche Al Khobar,Oasis Mall,Khobar,UberSELECT,15.1,46,69.97,1.17,81.86,Debit Card,Completed,Rider Cancelled,3.8,4.8,1
TRP00001286,RDR000389,DRV00359,4/28/2024 0:00,0.409027778,Sunday,Fanateer,Oasis Mall,Khobar,UberBLACK,33.5,165,135.72,1.97,267.37,Cash,Completed,Rider Cancelled,3.8,4.5,1
TRP00001287,RDR000389,DRV00332,3/4/2021 0:00,0.631944444,Thursday,Corniche Al Khobar,Prince Sultan University,Khobar,UberBLACK,25.2,102,130.18,1,130.18,Credit Card,Completed,Rider Cancelled,3.5,4.3,0
TRP00001288,RDR000389,DRV00190,8/25/2023 0:00,0.327777778,Friday,Corniche Al Khobar,Al Khobar Waterfront,Khobar,UberSELECT,32.7,84,120.6,1.22,147.13,Cash,Completed,Rider Cancelled,4.6,4.3,1
TRP00001289,RDR000389,DRV00263,11/17/2021 0:00,0.454166667,Wednesday,Scitech,Al Khobar Waterfront,Khobar,UberX,3.5,16,29.42,1,29.42,Cash,Completed,Rider Cancelled,3.6,4.8,0
TRP00001290,RDR000389,DRV00178,12/21/2024 0:00,0.397222222,Saturday,Al Rashid Mall,Oasis Mall,Khobar,UberSELECT,44.5,126,136.69,1.8,246.04,Apple Pay,Completed,Rider Cancelled,3.9,3.6,1
TRP00001291,RDR000389,DRV00311,1/18/2020 0:00,0.651388889,Saturday,Al Danah,Scitech,Khobar,UberXL,32.3,118,93.9,1,93.9,Cash,No-Show,No Driver Available,3.9,4,0
TRP00001292,RDR000389,DRV00288,12/27/2025 0:00,0.13125,Saturday,Fanateer,Oasis Mall,Khobar,UberBLACK,24,66,104.66,1,104.66,Cash,Completed,Rider Cancelled,4.4,5,0
TRP00001293,RDR000389,DRV00311,1/16/2021 0:00,0.943055556,Saturday,Corniche Al Khobar,Al Khobar Waterfront,Khobar,UberSELECT,22.7,93,99.99,1,99.99,Cash,No-Show,Payment Issue,3.9,4,1
TRP00001294,RDR000389,DRV00151,2/25/2022 0:00,0.509722222,Friday,Corniche Al Khobar,Dhahran Mall,Khobar,UberBLACK,25.2,123,113.83,1,113.83,Cash,Completed,Rider Cancelled,4.7,4.5,0
TRP00001295,RDR000389,DRV00389,2/17/2021 0:00,0.677083333,Wednesday,Scitech,Al Rashid Mall,Khobar,UberComfort,44,218,165.54,1,165.54,Cash,Completed,Rider Cancelled,3.7,4.8,0
TRP00001296,RDR000119,DRV00003,5/25/2023 0:00,0.941666667,Thursday,Tahlia Street,Al Balad,Jeddah,UberComfort,8.3,17,33.32,1.58,52.65,Credit Card,Completed,Rider Cancelled,3.5,4.5,1
TRP00001297,RDR000119,DRV00084,10/5/2023 0:00,0.081944444,Thursday,King Abdulaziz International Airport,Jeddah Islamic Port,Jeddah,UberBLACK,30.9,113,143.58,1,143.58,Credit Card,Completed,Rider Cancelled,3.5,3.6,0
TRP00001298,RDR000119,DRV00311,3/17/2025 0:00,0.534722222,Monday,Red Sea Mall,Jeddah Waterfront,Jeddah,UberX,41.4,112,150.52,1,150.52,Credit Card,Cancelled,Driver Cancelled,3.9,4,0
TRP00001299,RDR000119,DRV00235,8/6/2023 0:00,0.772222222,Sunday,King Abdulaziz International Airport,Tahlia Street,Jeddah,UberSELECT,20.1,85,99.24,1.88,186.57,Credit Card,Completed,Rider Cancelled,4,4.8,1
TRP00001300,RDR000119,DRV00273,4/25/2023 0:00,0.008333333,Tuesday,King Abdulaziz International Airport,Tahlia Street,Jeddah,UberXL,41.4,83,172.66,1,172.66,Credit Card,Completed,Rider Cancelled,4.2,3.6,0
TRP00001301,RDR000119,DRV00079,5/18/2023 0:00,0.560416667,Thursday,Fakieh Aquarium,Al Andalus Mall,Jeddah,UberSELECT,6,12,48.51,1,48.51,Debit Card,Completed,Rider Cancelled,4.6,4.6,0
TRP00001302,RDR000119,DRV00311,9/12/2024 0:00,0.035416667,Thursday,Al Andalus Mall,Jeddah Islamic Port,Jeddah,UberSELECT,6.3,24,48.09,1,48.09,Credit Card,No-Show,Other,3.9,4,0
TRP00001303,RDR000119,DRV00311,3/15/2023 0:00,0.492361111,Wednesday,Tahlia Street,Al Balad,Jeddah,UberXL,20,52,85.83,1,85.83,Credit Card,Cancelled,Other,3.9,4,0
TRP00001304,RDR000720,DRV00122,5/25/2021 0:00,0.526388889,Tuesday,Al Danah,Saudi Aramco,Dhahran,UberBLACK,12.1,39,76.11,1,76.11,Credit Card,Completed,Rider Cancelled,4.2,5,0
TRP00001305,RDR000720,DRV00346,1/19/2025 0:00,0.794444444,Sunday,Aramco Residential Camp,Saudi Aramco,Dhahran,UberSELECT,36.5,119,127.16,1.89,240.33,Credit Card,Completed,Rider Cancelled,4.8,3.5,1
TRP00001306,RDR000720,DRV00021,8/2/2020 0:00,0.185416667,Sunday,Aramco Residential Camp,Al Khobar,Dhahran,UberBLACK,26.8,120,88.83,1,88.83,Credit Card,Completed,Rider Cancelled,4.6,5,0
TRP00001307,RDR000720,DRV00077,3/4/2021 0:00,0.118055556,Thursday,Al Danah,Aramco Residential Camp,Dhahran,UberSELECT,24,117,75.95,1,75.95,Credit Card,Completed,Rider Cancelled,4.5,3.7,0
TRP00001308,RDR000720,DRV00197,9/7/2021 0:00,0.0875,Tuesday,Al Khobar,Dammam,Dhahran,UberComfort,14.1,53,71,1,71,Apple Pay,Completed,Rider Cancelled,3.8,3.7,0
TRP00001309,RDR000720,DRV00265,5/10/2025 0:00,0.752777778,Saturday,Al Danah,Saudi Aramco,Dhahran,UberSELECT,33,102,143.05,2.25,321.86,Credit Card,Completed,Rider Cancelled,4.5,4.1,1
TRP00001310,RDR000720,DRV00044,6/28/2024 0:00,0.672222222,Friday,Saudi Aramco,Al Khobar Corniche,Dhahran,UberComfort,38.3,118,162.87,1,162.87,Apple Pay,Completed,Rider Cancelled,3.6,4.1,0
TRP00001311,RDR000720,DRV00148,3/17/2024 0:00,0.335416667,Sunday,Al Danah,Dhahran Mall,Dhahran,UberComfort,37.6,106,167.09,2.33,389.32,Apple Pay,Completed,Rider Cancelled,4.9,4.4,1
TRP00001312,RDR000720,DRV00068,4/7/2020 0:00,0.104861111,Tuesday,Al Khobar,Dammam,Dhahran,UberComfort,8.9,24,39.21,1,39.21,Apple Pay,Completed,Rider Cancelled,4.1,4.9,0
TRP00001313,RDR000720,DRV00311,1/4/2025 0:00,0.085416667,Saturday,Aramco Residential Camp,Dammam,Dhahran,UberX,5.9,21,40.46,1,40.46,Credit Card,No-Show,Payment Issue,3.9,4,0
TRP00001314,RDR000720,DRV00129,7/29/2020 0:00,0.424305556,Wednesday,Dhahran Hills,King Fahd University,Dhahran,UberX,34,91,143.46,1,143.46,Credit Card,Completed,Rider Cancelled,3.8,3.5,0
TRP00001315,RDR000720,DRV00210,6/8/2024 0:00,0.763888889,Saturday,Saudi Aramco,King Fahd University,Dhahran,UberXL,13,53,70.99,1.44,102.23,Debit Card,Completed,Rider Cancelled,4.3,4,1
TRP00001316,RDR000720,DRV00353,12/22/2025 0:00,0.686805556,Monday,Dhahran Hills,Dammam,Dhahran,UberBLACK,11.2,51,64.05,1,64.05,Mada,Completed,Rider Cancelled,4.6,4.1,0
TRP00001317,RDR000211,DRV00038,11/7/2022 0:00,0.633333333,Monday,Saiysad National Park,Okaz Souk,Taif,UberX,11.2,48,48.26,1,48.26,Mada,Completed,Rider Cancelled,3.7,4.7,0
TRP00001318,RDR000211,DRV00286,4/26/2024 0:00,0.321527778,Friday,Taif Rose Festival,Shafa Mountains,Taif,UberXL,40.4,106,181.9,2.24,407.46,Mada,Completed,Rider Cancelled,3.9,4.6,1
TRP00001319,RDR000211,DRV00356,11/28/2022 0:00,0.564583333,Monday,Al Hada,Al Kar Tourist Village,Taif,UberSELECT,44.1,145,175.66,1,175.66,Mada,Completed,Rider Cancelled,3.8,4.6,0
TRP00001320,RDR000211,DRV00311,9/27/2023 0:00,0.730555556,Wednesday,Al Rudaf Park,Okaz Souk,Taif,UberSELECT,43.6,128,135.89,1,135.89,Mada,No-Show,No Driver Available,3.9,4,1
TRP00001321,RDR000211,DRV00286,10/31/2022 0:00,0.710416667,Monday,Taif Regional Airport,Al Shafa,Taif,UberX,21.2,70,62.88,1.55,97.46,Mada,Completed,Rider Cancelled,4.4,4,1
TRP00001322,RDR000211,DRV00311,3/19/2023 0:00,0.757638889,Sunday,Al Hada,Shafa Mountains,Taif,UberBLACK,42.3,199,137.69,1,137.69,Mada,Cancelled,No Driver Available,3.9,4,1
TRP00001323,RDR000211,DRV00058,8/18/2022 0:00,0.295833333,Thursday,Shafa Mountains,Taif Rose Festival,Taif,UberXL,35.5,171,110.52,2.41,266.35,Mada,Completed,Rider Cancelled,4,3.9,1
TRP00001324,RDR000211,DRV00051,5/12/2022 0:00,0.905555556,Thursday,Taif Rose Festival,Al Rudaf Park,Taif,UberX,19.5,75,87.58,1,87.58,Debit Card,Completed,Rider Cancelled,4.5,5,0
TRP00001325,RDR000211,DRV00051,1/30/2023 0:00,0.622916667,Monday,Taif Regional Airport,Al Shafa,Taif,UberX,2.5,11,27.29,1,27.29,Debit Card,Completed,Rider Cancelled,4,4,0
TRP00001326,RDR000211,DRV00311,1/2/2024 0:00,0.863194444,Tuesday,Okaz Souk,Saiysad National Park,Taif,UberXL,29.2,112,82.51,1,82.51,Mada,No-Show,Payment Issue,3.9,4,1
TRP00001327,RDR000211,DRV00384,7/17/2024 0:00,0.925,Wednesday,Taif Rose Festival,Taif University,Taif,UberBLACK,25.7,123,121.65,2.13,259.11,Mada,Completed,Rider Cancelled,3.5,3.8,1
TRP00001328,RDR000211,DRV00163,2/10/2022 0:00,0.5125,Thursday,Okaz Souk,Al Rudaf Park,Taif,UberSELECT,35.2,71,142.66,1,142.66,Cash,Completed,Rider Cancelled,4,4.9,0
TRP00001329,RDR000211,DRV00311,4/25/2022 0:00,0.69375,Monday,Saiysad National Park,Shafa Mountains,Taif,UberX,25.3,98,118.97,1,118.97,Mada,Cancelled,No Driver Available,3.9,4,0
TRP00001330,RDR000211,DRV00046,1/13/2023 0:00,0.723611111,Friday,Taif Regional Airport,Al Rudaf Park,Taif,UberSELECT,31.5,95,86.7,2.41,208.95,Mada,Completed,Rider Cancelled,4.1,4.2,1
TRP00001331,RDR000211,DRV00311,3/2/2022 0:00,0.525,Wednesday,Al Shafa,Okaz Souk,Taif,UberX,5.2,16,26.91,1,26.91,Mada,No-Show,Driver Cancelled,3.9,4,0
TRP00001332,RDR000211,DRV00113,7/22/2023 0:00,0.946527778,Saturday,Taif Rose Festival,Saiysad National Park,Taif,UberComfort,26.5,75,110.24,1.69,186.31,Debit Card,Completed,Rider Cancelled,3.5,4.1,1
TRP00001333,RDR000211,DRV00057,12/7/2023 0:00,0.416666667,Thursday,Al Rudaf Park,Taif Rose Festival,Taif,UberSELECT,37.6,83,111.87,1,111.87,Mada,Completed,Rider Cancelled,4.8,3.8,0
TRP00001334,RDR000211,DRV00175,1/26/2025 0:00,0.340972222,Sunday,Okaz Souk,Al Hada,Taif,UberComfort,30.4,113,123.45,1.02,125.92,Mada,Completed,Rider Cancelled,4,3.6,1
TRP00001335,RDR000211,DRV00339,4/13/2022 0:00,0.872916667,Wednesday,Al Shafa,Al Hada,Taif,UberSELECT,12.5,48,72.31,2.33,168.48,Mada,Completed,Rider Cancelled,3.9,3.5,1
TRP00001336,RDR000255,DRV00351,10/12/2024 0:00,0.593055556,Saturday,Dammam Seafront,King Fahd International Airport,Dammam,UberSELECT,40.5,121,188.68,1,188.68,Apple Pay,Completed,Rider Cancelled,4.3,5,0
TRP00001337,RDR000255,DRV00311,10/1/2025 0:00,0.211805556,Wednesday,Dammam Seafront,Dammam University,Dammam,UberSELECT,9.2,19,54.54,1,54.54,Debit Card,Cancelled,Driver Cancelled,3.9,4,0
TRP00001338,RDR000255,DRV00002,2/22/2025 0:00,0.473611111,Saturday,Al Shati Mall,Dammam Seafront,Dammam,UberX,13,64,67.56,1,67.56,Debit Card,Completed,Rider Cancelled,4.9,3.7,0
TRP00001339,RDR000255,DRV00392,11/5/2023 0:00,0.95,Sunday,Al Shati Mall,King Fahd International Airport,Dammam,UberComfort,10.1,41,45.3,2.37,107.36,Mada,Completed,Rider Cancelled,3.8,4,1
TRP00001340,RDR000255,DRV00237,10/16/2025 0:00,0.656944444,Thursday,King Fahd International Airport,Ibn Khaldun Mall,Dammam,UberBLACK,6.1,14,45.12,1,45.12,Apple Pay,Completed,Rider Cancelled,4,4.3,0
TRP00001341,RDR000255,DRV00311,10/8/2025 0:00,0.978472222,Wednesday,Dammam University,Dammam Seafront,Dammam,UberX,18.4,65,82.14,1,82.14,Cash,No-Show,No Driver Available,3.9,4,1
TRP00001342,RDR000255,DRV00128,7/30/2025 0:00,0.943055556,Wednesday,Al Danah Mall,Corniche Dammam,Dammam,UberBLACK,44.1,168,140.46,2.44,342.72,Apple Pay,Completed,Rider Cancelled,4.7,3.9,1
TRP00001343,RDR000255,DRV00374,11/17/2022 0:00,0.879166667,Thursday,Al Shati Mall,Dammam Seafront,Dammam,UberComfort,33.1,113,80.95,1,80.95,Debit Card,Completed,Rider Cancelled,3.9,3.7,0
TRP00001344,RDR000255,DRV00319,5/4/2023 0:00,0.88125,Thursday,King Fahd International Airport,King Fahd Park,Dammam,UberX,13.9,48,46.72,1,46.72,Apple Pay,Completed,Rider Cancelled,4.6,3.6,0
TRP00001345,RDR000255,DRV00206,10/25/2025 0:00,0.822916667,Saturday,Al Danah Mall,King Fahd International Airport,Dammam,UberComfort,33.6,141,97.28,1.33,129.38,Apple Pay,Completed,Rider Cancelled,4.9,4.5,1
TRP00001346,RDR000255,DRV00073,1/14/2025 0:00,0.640277778,Tuesday,Dammam Seafront,Corniche Dammam,Dammam,UberComfort,18,46,91.74,1,91.74,Apple Pay,Completed,Rider Cancelled,4.1,4.8,0
TRP00001347,RDR000255,DRV00074,10/18/2024 0:00,0.25,Friday,King Fahd International Airport,Ibn Khaldun Mall,Dammam,UberBLACK,11.9,53,65.01,1,65.01,Credit Card,Completed,Rider Cancelled,4.4,3.8,0
TRP00001348,RDR000255,DRV00319,6/27/2023 0:00,0.795138889,Tuesday,Ibn Khaldun Mall,Corniche Dammam,Dammam,UberXL,14.8,68,62.98,1.04,65.5,Apple Pay,Completed,Rider Cancelled,3.8,4.9,1
TRP00001349,RDR000255,DRV00285,8/12/2025 0:00,0.336111111,Tuesday,Al Faisaliyah,Ibn Khaldun Mall,Dammam,UberXL,9,33,53.47,1.55,82.88,Apple Pay,Completed,Rider Cancelled,4.2,4.3,1
TRP00001350,RDR000255,DRV00246,8/23/2024 0:00,0.578472222,Friday,Ibn Khaldun Mall,Al Shati Mall,Dammam,UberX,18.5,75,80.67,1,80.67,Apple Pay,Completed,Rider Cancelled,4,3.6,0
TRP00001351,RDR000592,DRV00288,5/27/2023 0:00,0.834722222,Saturday,Oasis Mall,Al Khobar Park,Khobar,UberXL,44.1,178,162.36,1.97,319.85,Cash,Completed,Rider Cancelled,4.1,3.5,1
TRP00001352,RDR000592,DRV00151,2/13/2025 0:00,0.255555556,Thursday,Dhahran Mall,Oasis Mall,Khobar,UberComfort,20.7,93,71.59,1,71.59,Apple Pay,Completed,Rider Cancelled,4.7,4.5,0
TRP00001353,RDR000592,DRV00305,8/18/2023 0:00,0.363194444,Friday,Dhahran Mall,Al Rashid Mall,Khobar,UberBLACK,38.6,150,183.93,2.11,388.09,Debit Card,Completed,Rider Cancelled,4.9,4.4,1
TRP00001354,RDR000592,DRV00311,9/22/2022 0:00,0.971527778,Thursday,Al Rashid Mall,Oasis Mall,Khobar,UberSELECT,11.5,42,69.83,1,69.83,Debit Card,Cancelled,No Driver Available,3.9,4,1
TRP00001355,RDR000592,DRV00311,2/18/2024 0:00,0.877083333,Sunday,Al Khobar Waterfront,Al Danah,Khobar,UberComfort,11.7,32,52.36,1,52.36,Cash,No-Show,Driver Cancelled,3.9,4,0
TRP00001356,RDR000592,DRV00311,2/19/2024 0:00,0.897916667,Monday,Oasis Mall,Al Khobar Park,Khobar,UberX,18.1,75,64.59,1,64.59,Mada,Cancelled,Payment Issue,3.9,4,0
TRP00001357,RDR000592,DRV00311,1/17/2023 0:00,0.639583333,Tuesday,Oasis Mall,Al Khobar Park,Khobar,UberBLACK,32.6,135,165.6,1,165.6,Apple Pay,Cancelled,No Driver Available,3.9,4,0
TRP00001358,RDR000592,DRV00311,9/21/2022 0:00,0.557638889,Wednesday,Al Danah,Oasis Mall,Khobar,UberSELECT,18.9,90,82.82,1,82.82,Cash,No-Show,Rider Cancelled,3.9,4,0
TRP00001359,RDR000592,DRV00311,3/6/2023 0:00,0.170138889,Monday,Dhahran Mall,Al Khobar Park,Khobar,UberSELECT,17.9,64,91.91,1,91.91,Apple Pay,No-Show,Other,3.9,4,0
TRP00001360,RDR000592,DRV00186,9/23/2025 0:00,0.119444444,Tuesday,Al Khobar Waterfront,Dhahran Mall,Khobar,UberXL,27.6,81,133.72,1,133.72,Debit Card,Completed,Rider Cancelled,4.8,3.8,0
TRP00001361,RDR000592,DRV00119,3/8/2020 0:00,0.621527778,Sunday,Prince Sultan University,Dhahran Mall,Khobar,UberComfort,17.8,73,86.73,1,86.73,Apple Pay,Completed,Rider Cancelled,4.9,3.9,0
TRP00001362,RDR000030,DRV00135,12/21/2025 0:00,0.260416667,Sunday,Mount Uhud,Rashid Mega Mall,Medina,UberX,14.9,43,57.78,1,57.78,Debit Card,Completed,Rider Cancelled,4.3,3.8,0
TRP00001363,RDR000030,DRV00040,8/17/2024 0:00,0.914583333,Saturday,Al-Masjid an-Nabawi,Quba Mosque,Medina,UberBLACK,29.8,124,122.11,1,122.11,Apple Pay,Completed,Rider Cancelled,3.7,3.7,0
TRP00001364,RDR000030,DRV00132,11/16/2025 0:00,0.586805556,Sunday,Taibah University,Old Bazaar,Medina,UberSELECT,8.7,26,53.46,1,53.46,Apple Pay,Completed,Rider Cancelled,4.8,4.3,0
TRP00001365,RDR000030,DRV00311,1/31/2025 0:00,0.903472222,Friday,Rashid Mega Mall,Al-Masjid an-Nabawi,Medina,UberX,23.4,91,72.18,1,72.18,Apple Pay,No-Show,Rider Cancelled,3.9,4,0
TRP00001366,RDR000030,DRV00054,6/27/2025 0:00,0.455555556,Friday,Mount Uhud,Old Bazaar,Medina,UberXL,21.9,52,90.86,1,90.86,Apple Pay,Completed,Rider Cancelled,3.8,3.5,0
TRP00001367,RDR000030,DRV00097,7/5/2024 0:00,0.869444444,Friday,Al-Masjid an-Nabawi,Al Noor Mall,Medina,UberComfort,37,177,104.57,1.07,111.89,Apple Pay,Completed,Rider Cancelled,4.5,4.5,1
TRP00001368,RDR000030,DRV00132,10/5/2024 0:00,0.6625,Saturday,Mount Uhud,Qiblatayn Mosque,Medina,UberX,15.3,45,73.06,1,73.06,Credit Card,Completed,Rider Cancelled,3.5,4,0
TRP00001369,RDR000030,DRV00321,12/11/2024 0:00,0.522916667,Wednesday,Quba Mosque,Taibah University,Medina,UberComfort,41.1,106,119.82,1,119.82,Apple Pay,Completed,Rider Cancelled,3.7,4.7,0
TRP00001370,RDR000030,DRV00311,5/30/2024 0:00,0.820138889,Thursday,Mount Uhud,Taibah University,Medina,UberComfort,16.8,69,83.35,1,83.35,Debit Card,No-Show,Driver Cancelled,3.9,4,1
TRP00001371,RDR000030,DRV00179,10/23/2024 0:00,0.194444444,Wednesday,Rashid Mega Mall,Qiblatayn Mosque,Medina,UberBLACK,10.2,36,57.82,1,57.82,Debit Card,Completed,Rider Cancelled,4.5,4.7,0
TRP00001372,RDR000030,DRV00201,4/30/2025 0:00,0.297222222,Wednesday,Qiblatayn Mosque,Rashid Mega Mall,Medina,UberXL,5.7,17,35.75,1.28,45.76,Apple Pay,Completed,Rider Cancelled,5,3.6,1
TRP00001373,RDR000030,DRV00295,9/3/2024 0:00,0.702083333,Tuesday,Mount Uhud,Old Bazaar,Medina,UberXL,3.7,7,32.27,1,32.27,Apple Pay,Completed,Rider Cancelled,4.8,4.7,0
TRP00001374,RDR000030,DRV00201,11/25/2025 0:00,0.899305556,Tuesday,Mount Uhud,Quba Mosque,Medina,UberXL,30.6,138,116.42,1,116.42,Apple Pay,Completed,Rider Cancelled,4.8,4.7,0
TRP00001375,RDR000030,DRV00035,3/31/2025 0:00,0.616666667,Monday,Old Bazaar,Mount Uhud,Medina,UberComfort,11,54,49.13,1,49.13,Apple Pay,Completed,Rider Cancelled,4.9,4.9,0
TRP00001376,RDR000030,DRV00311,8/19/2024 0:00,0.804166667,Monday,Old Bazaar,Mount Uhud,Medina,UberSELECT,26.1,104,108.17,1,108.17,Apple Pay,No-Show,Driver Cancelled,3.9,4,1
TRP00001377,RDR000030,DRV00072,4/30/2025 0:00,0.502083333,Wednesday,Al Noor Mall,Mount Uhud,Medina,UberBLACK,44.7,134,148.36,1,148.36,Debit Card,Completed,Rider Cancelled,4.7,4.5,0
TRP00001378,RDR000030,DRV00179,7/10/2024 0:00,0.838194444,Wednesday,Taibah University,Al-Masjid an-Nabawi,Medina,UberSELECT,19.1,83,76.15,1.84,140.12,Apple Pay,Completed,Rider Cancelled,4.5,3.8,1
TRP00001379,RDR000030,DRV00311,9/4/2024 0:00,0.857638889,Wednesday,Hejaz Railway Museum,Mount Uhud,Medina,UberX,40.2,89,153.31,1,153.31,Apple Pay,Cancelled,Rider Cancelled,3.9,4,1
TRP00001380,RDR000030,DRV00097,2/20/2025 0:00,0.892361111,Thursday,Qiblatayn Mosque,Taibah University,Medina,UberSELECT,18.6,54,69.64,1,69.64,Apple Pay,Completed,Rider Cancelled,3.9,3.6,0
TRP00001381,RDR000030,DRV00001,7/10/2024 0:00,0.461805556,Wednesday,Al Noor Mall,Old Bazaar,Medina,UberX,5.3,22,30.69,1,30.69,Apple Pay,Completed,Rider Cancelled,4.4,4.5,0
TRP00001382,RDR000267,DRV00004,11/19/2025 0:00,0.763888889,Wednesday,Oasis Mall,Al Danah,Khobar,UberXL,17.4,44,69.41,1.24,86.07,Mada,Completed,Rider Cancelled,3.9,4.2,1
TRP00001383,RDR000267,DRV00236,12/25/2025 0:00,0.130555556,Thursday,Al Rashid Mall,Scitech,Khobar,UberSELECT,5.2,13,38.68,1,38.68,Mada,Completed,Rider Cancelled,4.2,4.3,0
TRP00001384,RDR000267,DRV00359,10/27/2025 0:00,0.772916667,Monday,Oasis Mall,Scitech,Khobar,UberX,9.1,31,36.21,1.58,57.21,Cash,Completed,Rider Cancelled,3.8,4.2,1
TRP00001385,RDR000267,DRV00314,12/5/2025 0:00,0.941666667,Friday,Fanateer,Al Danah,Khobar,UberBLACK,22.4,81,98.2,2.05,201.31,Mada,Completed,Rider Cancelled,4.5,4.9,1
TRP00001386,RDR000267,DRV00311,11/6/2025 0:00,0.795138889,Thursday,Al Khobar Park,Al Khobar Waterfront,Khobar,UberSELECT,10.1,49,60.56,1,60.56,Mada,Cancelled,No Driver Available,3.9,4,1
TRP00001387,RDR000267,DRV00178,11/7/2025 0:00,0.168055556,Friday,Dhahran Mall,Al Rashid Mall,Khobar,UberBLACK,5,22,50.04,1,50.04,Mada,Completed,Rider Cancelled,5,4.3,0
TRP00001388,RDR000267,DRV00311,11/28/2025 0:00,0.625,Friday,Corniche Al Khobar,Al Rashid Mall,Khobar,UberComfort,20.1,74,72.74,1,72.74,Mada,Cancelled,Payment Issue,3.9,4,0
TRP00001389,RDR000267,DRV00239,11/30/2025 0:00,0.769444444,Sunday,Al Danah,Oasis Mall,Khobar,UberSELECT,40,90,166.08,2.29,380.32,Mada,Completed,Rider Cancelled,4.5,3.6,1
TRP00001390,RDR000267,DRV00305,12/14/2025 0:00,0.306944444,Sunday,Al Khobar Waterfront,Scitech,Khobar,UberXL,10.6,39,51.47,1.12,57.65,Mada,Completed,Rider Cancelled,3.8,4.2,1
